subject,condition,list,order,prime_verb,prime_type,target,response
166,LVC,4,12,answer,PO,15_T,D
166,LVC,4,5,hug,DO,16_T,D
166,LVC,4,13,reply,PO,19_T,D
166,LVC,4,2,massage,DO,20_T,D
166,LVC,4,4,tip,DO,21_T,OTHER
166,LVC,4,9,scolding,PO,23_T,D
166,LVC,4,11,aid,PO,26_T,D
166,LVC,4,1,bow,DO,3_T,D
166,LVC,4,10,encouragement,DO,4_T,D
166,LVC,4,14,compliment,PO,5_T,D
166,LVC,4,3,command,DO,6_T,D
167,NLVC,8,5,bouquet,DO,11_T,D
167,NLVC,8,1,number,DO,12_T,D
167,NLVC,8,3,ball,DO,13_T,D
167,NLVC,8,10,check,PO,15_T,D
167,NLVC,8,11,music,PO,16_T,D
167,NLVC,8,13,key,PO,19_T,MISSING
167,NLVC,8,8,cigarette,DO,20_T,D
167,NLVC,8,9,towel,PO,21_T,P
167,NLVC,8,14,contract,DO,23_T,D
167,NLVC,8,12,flower,DO,26_T,MISSING
167,NLVC,8,6,jumper cable,PO,3_T,D
167,NLVC,8,7,toy,PO,4_T,OTHER
167,NLVC,8,4,video tape,PO,5_T,P
167,NLVC,8,2,apple,DO,6_T,D
168,IDIOM,4,8,rise,PO,11_T,P
168,IDIOM,4,13,break,DO,12_T,D
168,IDIOM,4,10,blank check,PO,13_T,D
168,IDIOM,4,1,hand with the landscape,DO,15_T,D
168,IDIOM,4,12,whirl,DO,16_T,D
168,IDIOM,4,4,shirt off his back,DO,19_T,D
168,IDIOM,4,6,word,PO,20_T,D
168,IDIOM,4,9,free rein,PO,21_T,P
168,IDIOM,4,7,once-over,PO,23_T,P
168,IDIOM,4,2,piece of his mind,DO,26_T,D
168,IDIOM,4,14,earful,DO,3_T,D
168,IDIOM,4,3,hand,PO,4_T,D
168,IDIOM,4,11,break to,PO,5_T,P
168,IDIOM,4,5,third degree,DO,6_T,D
169,NLVC,6,1,cigarette,PO,11_T,OTHER
169,NLVC,6,2,number,PO,12_T,OTHER
169,NLVC,6,3,towel,DO,13_T,D
169,NLVC,6,12,apple,PO,15_T,D
169,NLVC,6,5,bouquet,DO,16_T,D
169,NLVC,6,14,music,PO,19_T,D
169,NLVC,6,10,toy,DO,20_T,D
169,NLVC,6,4,contract,DO,21_T,D
169,NLVC,6,7,ball,DO,23_T,D
169,NLVC,6,13,key,PO,26_T,P
169,NLVC,6,9,flower,DO,3_T,D
169,NLVC,6,6,check,PO,4_T,P
169,NLVC,6,8,video tape,PO,5_T,D
169,NLVC,6,11,jumper cable,DO,6_T,D
170,LVC,7,2,answer,DO,11_T,D
170,LVC,7,13,tip,PO,12_T,P
170,LVC,7,6,hug,DO,13_T,D
170,LVC,7,14,advice,PO,15_T,P
170,LVC,7,5,encouragement,DO,16_T,P
170,LVC,7,1,reply,PO,19_T,P
170,LVC,7,4,compliment,DO,20_T,D
170,LVC,7,9,bow,DO,21_T,P
170,LVC,7,11,scolding,PO,23_T,D
170,LVC,7,7,massage,PO,26_T,P
170,LVC,7,10,command,PO,3_T,D
170,LVC,7,3,smile,DO,4_T,P
170,LVC,7,8,aid,PO,5_T,D
170,LVC,7,12,beating,DO,6_T,D
171,IDIOM,5,11,piece of her mind,PO,11_T,P
171,IDIOM,5,1,boot,DO,12_T,MISSING
171,IDIOM,5,8,fair shake,DO,13_T,MISSING
171,IDIOM,5,4,due,DO,15_T,D
171,IDIOM,5,13,rise,PO,16_T,D
171,IDIOM,5,5,low-down,PO,19_T,P
171,IDIOM,5,6,runaround,DO,20_T,D
171,IDIOM,5,2,bum's rush,DO,21_T,MISSING
171,IDIOM,5,3,go-ahead,PO,23_T,P
171,IDIOM,5,10,clean bill of health,PO,26_T,P
171,IDIOM,5,7,brush-off,PO,3_T,D
171,IDIOM,5,12,break,DO,4_T,P
171,IDIOM,5,14,taste of her own medicine,DO,5_T,D
171,IDIOM,5,9,ax,PO,6_T,D
172,IDIOM,4,2,free rein,PO,11_T,P
172,IDIOM,4,6,hand with the landscape,DO,12_T,D
172,IDIOM,4,14,whirl,DO,13_T,D
172,IDIOM,4,7,piece of his mind,DO,15_T,D
172,IDIOM,4,11,hand,PO,16_T,D
172,IDIOM,4,1,blank check,PO,19_T,OTHER
172,IDIOM,4,5,word,PO,20_T,D
172,IDIOM,4,8,once-over,PO,21_T,D
172,IDIOM,4,3,earful,DO,23_T,D
172,IDIOM,4,13,rise,PO,26_T,D
172,IDIOM,4,9,break,DO,3_T,D
172,IDIOM,4,10,shirt off his back,DO,4_T,D
172,IDIOM,4,4,break to,PO,5_T,D
172,IDIOM,4,12,third degree,DO,6_T,D
173,LVC,4,14,answer,PO,11_T,MISSING
173,LVC,4,1,hug,DO,12_T,MISSING
173,LVC,4,4,compliment,PO,13_T,D
173,LVC,4,3,smile,PO,15_T,D
173,LVC,4,2,aid,PO,16_T,D
173,LVC,4,13,advice,PO,19_T,D
173,LVC,4,12,massage,DO,20_T,MISSING
173,LVC,4,8,tip,DO,21_T,D
173,LVC,4,5,scolding,PO,23_T,MISSING
173,LVC,4,10,reply,PO,26_T,MISSING
173,LVC,4,7,bow,DO,3_T,D
173,LVC,4,6,encouragement,DO,4_T,D
173,LVC,4,9,command,DO,5_T,MISSING
173,LVC,4,11,beating,DO,6_T,D
174,NLVC,2,8,toy,PO,11_T,P
174,NLVC,2,11,jumper cable,PO,12_T,D
174,NLVC,2,5,towel,PO,13_T,P
174,NLVC,2,13,number,PO,15_T,D
174,NLVC,2,3,bouquet,DO,16_T,D
174,NLVC,2,10,cigarette,PO,19_T,D
174,NLVC,2,2,contract,DO,20_T,D
174,NLVC,2,7,ball,DO,21_T,D
174,NLVC,2,14,check,DO,23_T,P
174,NLVC,2,12,key,PO,26_T,D
174,NLVC,2,1,apple,PO,3_T,P
174,NLVC,2,9,video tape,DO,4_T,OTHER
174,NLVC,2,6,flower,DO,5_T,D
174,NLVC,2,4,music,DO,6_T,D
175,LVC,1,4,tip,PO,11_T,P
175,LVC,1,13,beating,DO,12_T,P
175,LVC,1,11,hug,DO,13_T,D
175,LVC,1,5,smile,PO,15_T,P
175,LVC,1,10,encouragement,DO,16_T,P
175,LVC,1,3,answer,PO,19_T,D
175,LVC,1,14,command,PO,20_T,D
175,LVC,1,6,aid,PO,21_T,P
175,LVC,1,8,compliment,PO,23_T,P
175,LVC,1,12,scolding,DO,26_T,P
175,LVC,1,1,advice,DO,3_T,D
175,LVC,1,2,reply,DO,4_T,D
175,LVC,1,9,massage,PO,5_T,P
175,LVC,1,7,bow,DO,6_T,P
176,IDIOM,8,9,green light,PO,11_T,OTHER
176,IDIOM,8,2,taste of her own medicine,DO,12_T,D
176,IDIOM,8,10,piece of his mind,DO,13_T,P
176,IDIOM,8,13,brush-off,PO,15_T,D
176,IDIOM,8,11,low-down,PO,16_T,D
176,IDIOM,8,14,third degree,DO,19_T,D
176,IDIOM,8,12,hand,PO,20_T,D
176,IDIOM,8,4,boot,DO,21_T,P
176,IDIOM,8,8,blank check,PO,23_T,P
176,IDIOM,8,7,run for his money,DO,26_T,P
176,IDIOM,8,1,once-over,PO,3_T,OTHER
176,IDIOM,8,5,fair shake,DO,4_T,OTHER
176,IDIOM,8,6,hand with the landscape,DO,5_T,P
176,IDIOM,8,3,clean bill of health,PO,6_T,D
177,IDIOM,7,1,ax,PO,11_T,P
177,IDIOM,7,6,break to,PO,12_T,D
177,IDIOM,7,9,piece of her mind,PO,13_T,P
177,IDIOM,7,12,whirl,DO,15_T,P
177,IDIOM,7,8,go-ahead,PO,16_T,OTHER
177,IDIOM,7,13,earful,DO,19_T,D
177,IDIOM,7,4,free rein,PO,20_T,D
177,IDIOM,7,11,shirt off his back,DO,21_T,D
177,IDIOM,7,5,break,DO,23_T,P
177,IDIOM,7,7,due,DO,26_T,D
177,IDIOM,7,14,runaround,DO,3_T,D
177,IDIOM,7,10,word,PO,4_T,P
177,IDIOM,7,2,rise,PO,5_T,P
177,IDIOM,7,3,bum's rush,DO,6_T,D
178,LVC,6,8,compliment,PO,11_T,D
178,LVC,6,12,aid,DO,12_T,D
178,LVC,6,10,smile,PO,13_T,OTHER
178,LVC,6,9,advice,PO,15_T,D
178,LVC,6,4,answer,PO,16_T,D
178,LVC,6,14,command,DO,19_T,D
178,LVC,6,1,reply,PO,20_T,D
178,LVC,6,13,tip,DO,21_T,OTHER
178,LVC,6,2,massage,DO,23_T,D
178,LVC,6,5,bow,DO,26_T,D
178,LVC,6,11,hug,DO,3_T,D
178,LVC,6,6,beating,PO,4_T,D
178,LVC,6,3,encouragement,DO,5_T,D
178,LVC,6,7,scolding,PO,6_T,D
179,LVC,5,14,smile,DO,11_T,P
179,LVC,5,3,advice,DO,12_T,P
179,LVC,5,2,command,PO,13_T,D
179,LVC,5,4,bow,PO,15_T,P
179,LVC,5,5,answer,DO,16_T,P
179,LVC,5,1,hug,PO,19_T,P
179,LVC,5,6,aid,PO,20_T,D
179,LVC,5,13,massage,PO,21_T,D
179,LVC,5,10,compliment,DO,23_T,D
179,LVC,5,9,scolding,DO,26_T,P
179,LVC,5,7,reply,DO,3_T,P
179,LVC,5,8,beating,DO,4_T,P
179,LVC,5,11,tip,PO,5_T,D
179,LVC,5,12,encouragement,PO,6_T,D
180,NLVC,5,8,cigarette,DO,11_T,P
180,NLVC,5,7,music,DO,12_T,D
180,NLVC,5,9,check,DO,13_T,P
180,NLVC,5,12,ball,PO,15_T,P
180,NLVC,5,5,apple,DO,16_T,P
180,NLVC,5,11,toy,PO,19_T,D
180,NLVC,5,4,contract,PO,20_T,P
180,NLVC,5,2,flower,PO,21_T,P
180,NLVC,5,13,towel,PO,23_T,D
180,NLVC,5,14,bouquet,PO,26_T,P
180,NLVC,5,3,jumper cable,PO,3_T,P
180,NLVC,5,1,key,DO,4_T,P
180,NLVC,5,10,number,DO,5_T,OTHER
180,NLVC,5,6,video tape,DO,6_T,P
181,NLVC,6,9,number,PO,11_T,OTHER
181,NLVC,6,5,jumper cable,DO,12_T,P
181,NLVC,6,2,cigarette,PO,13_T,OTHER
181,NLVC,6,11,contract,DO,15_T,D
181,NLVC,6,13,toy,DO,16_T,D
181,NLVC,6,14,music,PO,19_T,MISSING
181,NLVC,6,8,towel,DO,20_T,D
181,NLVC,6,1,bouquet,DO,21_T,OTHER
181,NLVC,6,12,check,PO,23_T,D
181,NLVC,6,4,video tape,PO,26_T,P
181,NLVC,6,10,key,PO,3_T,OTHER
181,NLVC,6,6,apple,PO,4_T,D
181,NLVC,6,7,flower,DO,5_T,OTHER
181,NLVC,6,3,ball,DO,6_T,D
182,LVC,8,3,encouragement,PO,11_T,D
182,LVC,8,9,aid,DO,12_T,D
182,LVC,8,2,advice,DO,13_T,D
182,LVC,8,11,bow,PO,15_T,D
182,LVC,8,8,beating,PO,16_T,P
182,LVC,8,5,hug,PO,19_T,D
182,LVC,8,14,massage,DO,20_T,D
182,LVC,8,4,tip,DO,21_T,D
182,LVC,8,12,answer,PO,23_T,P
182,LVC,8,13,reply,DO,26_T,D
182,LVC,8,7,smile,PO,3_T,OTHER
182,LVC,8,10,compliment,PO,4_T,D
182,LVC,8,6,scolding,DO,5_T,OTHER
182,LVC,8,1,command,DO,6_T,D
183,NLVC,3,4,jumper cable,PO,11_T,D
183,NLVC,3,11,ball,DO,12_T,D
183,NLVC,3,8,bouquet,PO,13_T,D
183,NLVC,3,6,music,DO,15_T,P
183,NLVC,3,12,key,PO,16_T,D
183,NLVC,3,2,apple,DO,19_T,OTHER
183,NLVC,3,9,number,DO,20_T,D
183,NLVC,3,1,toy,PO,21_T,D
183,NLVC,3,5,towel,PO,23_T,P
183,NLVC,3,7,check,DO,26_T,D
183,NLVC,3,13,contract,PO,3_T,D
183,NLVC,3,10,video tape,DO,4_T,D
183,NLVC,3,14,cigarette,DO,5_T,P
183,NLVC,3,3,flower,PO,6_T,D
184,NLVC,2,3,number,PO,11_T,P
184,NLVC,2,12,contract,DO,12_T,P
184,NLVC,2,13,key,PO,13_T,D
184,NLVC,2,8,toy,PO,15_T,P
184,NLVC,2,10,check,DO,16_T,D
184,NLVC,2,11,jumper cable,PO,19_T,P
184,NLVC,2,5,video tape,DO,20_T,D
184,NLVC,2,6,bouquet,DO,21_T,D
184,NLVC,2,2,music,DO,23_T,P
184,NLVC,2,1,cigarette,PO,26_T,P
184,NLVC,2,7,ball,DO,3_T,P
184,NLVC,2,9,flower,DO,4_T,P
184,NLVC,2,14,apple,PO,5_T,P
184,NLVC,2,4,towel,PO,6_T,P
185,LVC,3,5,command,PO,11_T,OTHER
185,LVC,3,10,massage,PO,12_T,D
185,LVC,3,6,answer,DO,13_T,OTHER
185,LVC,3,8,bow,PO,15_T,P
185,LVC,3,2,compliment,DO,16_T,D
185,LVC,3,13,smile,DO,19_T,D
185,LVC,3,14,scolding,DO,20_T,OTHER
185,LVC,3,12,hug,PO,21_T,D
185,LVC,3,9,tip,PO,23_T,P
185,LVC,3,11,encouragement,PO,26_T,P
185,LVC,3,4,beating,PO,3_T,D
185,LVC,3,7,aid,DO,4_T,OTHER
185,LVC,3,1,advice,DO,5_T,D
185,LVC,3,3,reply,DO,6_T,OTHER
186,NLVC,8,11,apple,DO,11_T,D
186,NLVC,8,3,towel,PO,12_T,D
186,NLVC,8,2,flower,DO,13_T,D
186,NLVC,8,6,contract,DO,15_T,D
186,NLVC,8,10,key,PO,16_T,D
186,NLVC,8,14,video tape,PO,19_T,D
186,NLVC,8,12,bouquet,DO,20_T,D
186,NLVC,8,9,music,PO,21_T,D
186,NLVC,8,4,jumper cable,PO,23_T,D
186,NLVC,8,5,number,DO,26_T,D
186,NLVC,8,8,ball,DO,3_T,D
186,NLVC,8,1,toy,PO,4_T,D
186,NLVC,8,7,cigarette,DO,5_T,P
186,NLVC,8,13,check,PO,6_T,P
187,LVC,3,4,bow,PO,11_T,P
187,LVC,3,13,reply,DO,12_T,D
187,LVC,3,10,tip,PO,13_T,D
187,LVC,3,12,answer,DO,15_T,D
187,LVC,3,14,advice,DO,16_T,D
187,LVC,3,9,smile,DO,19_T,D
187,LVC,3,11,aid,DO,20_T,D
187,LVC,3,2,hug,PO,21_T,D
187,LVC,3,7,command,PO,23_T,D
187,LVC,3,3,scolding,DO,26_T,D
187,LVC,3,5,encouragement,PO,3_T,D
187,LVC,3,8,massage,PO,4_T,P
187,LVC,3,6,compliment,DO,5_T,D
187,LVC,3,1,beating,PO,6_T,D
188,LVC,5,6,answer,DO,11_T,D
188,LVC,5,13,advice,DO,12_T,D
188,LVC,5,5,reply,DO,13_T,D
188,LVC,5,8,beating,DO,15_T,D
188,LVC,5,14,aid,PO,16_T,D
188,LVC,5,12,scolding,DO,19_T,D
188,LVC,5,11,hug,PO,20_T,D
188,LVC,5,1,massage,PO,21_T,OTHER
188,LVC,5,2,encouragement,PO,23_T,D
188,LVC,5,10,command,PO,26_T,D
188,LVC,5,3,smile,DO,3_T,D
188,LVC,5,4,tip,PO,4_T,D
188,LVC,5,9,compliment,DO,5_T,D
188,LVC,5,7,bow,PO,6_T,D
189,NLVC,6,8,video tape,PO,11_T,P
189,NLVC,6,10,towel,DO,12_T,D
189,NLVC,6,4,contract,DO,13_T,D
189,NLVC,6,6,key,PO,15_T,D
189,NLVC,6,14,toy,DO,16_T,D
189,NLVC,6,9,jumper cable,DO,19_T,D
189,NLVC,6,7,ball,DO,20_T,D
189,NLVC,6,12,number,PO,21_T,OTHER
189,NLVC,6,1,music,PO,23_T,D
189,NLVC,6,13,cigarette,PO,26_T,D
189,NLVC,6,2,bouquet,DO,3_T,D
189,NLVC,6,5,apple,PO,4_T,D
189,NLVC,6,3,flower,DO,5_T,D
189,NLVC,6,11,check,PO,6_T,D
190,IDIOM,3,6,due,DO,11_T,D
190,IDIOM,3,13,bum's rush,DO,12_T,D
190,IDIOM,3,2,clean bill of health,PO,13_T,D
190,IDIOM,3,7,low-down,PO,15_T,OTHER
190,IDIOM,3,14,brush-off,PO,16_T,OTHER
190,IDIOM,3,10,run for his money,DO,19_T,P
190,IDIOM,3,3,boot,DO,20_T,D
190,IDIOM,3,1,runaround,DO,21_T,P
190,IDIOM,3,12,go-ahead,PO,23_T,D
190,IDIOM,3,4,taste of her own medicine,DO,26_T,OTHER
190,IDIOM,3,5,piece of her mind,PO,3_T,P
190,IDIOM,3,8,fair shake,DO,4_T,OTHER
190,IDIOM,3,9,ax,PO,5_T,OTHER
190,IDIOM,3,11,green light,PO,6_T,OTHER
191,NLVC,6,14,ball,DO,11_T,D
191,NLVC,6,2,toy,DO,12_T,OTHER
191,NLVC,6,11,number,PO,13_T,P
191,NLVC,6,9,key,PO,15_T,D
191,NLVC,6,10,music,PO,16_T,OTHER
191,NLVC,6,3,video tape,PO,19_T,P
191,NLVC,6,1,towel,DO,20_T,OTHER
191,NLVC,6,5,jumper cable,DO,21_T,D
191,NLVC,6,12,bouquet,DO,23_T,P
191,NLVC,6,7,apple,PO,26_T,P
191,NLVC,6,6,flower,DO,3_T,D
191,NLVC,6,4,check,PO,4_T,D
191,NLVC,6,8,cigarette,PO,5_T,P
191,NLVC,6,13,contract,DO,6_T,D
192,IDIOM,2,12,piece of his mind,DO,11_T,D
192,IDIOM,2,13,bum's rush,DO,12_T,MISSING
192,IDIOM,2,14,low-down,PO,13_T,D
192,IDIOM,2,10,clean bill of health,PO,15_T,P
192,IDIOM,2,6,green light,PO,16_T,D
192,IDIOM,2,9,hand with the landscape,DO,19_T,D
192,IDIOM,2,3,break to,PO,20_T,P
192,IDIOM,2,7,due,DO,21_T,D
192,IDIOM,2,4,runaround,DO,23_T,OTHER
192,IDIOM,2,11,free rein,PO,26_T,P
192,IDIOM,2,1,brush-off,PO,3_T,P
192,IDIOM,2,5,run for his money,DO,4_T,P
192,IDIOM,2,8,third degree,DO,5_T,D
192,IDIOM,2,2,word,PO,6_T,P
